annual_income,loan_amount,credit_score,employment_years,dti_ratio,age,num_credit_lines,savings_balance,loan_purpose,home_ownership,education,loan_to_income,savings_to_loan,approved
84200,47400,615,9,17.9,37,3,1380,debt_consolidation,rent,bachelors,0.563,0.029,1
61500,24000,717,1,13.4,29,4,2660,home_improvement,mortgage,high_school,0.39,0.111,1
39600,160000,681,5,65.0,50,5,26980,debt_consolidation,mortgage,some_college,4.04,0.169,0
36700,22100,841,5,23.8,32,3,30120,debt_consolidation,mortgage,bachelors,0.602,1.363,1
25800,52000,752,10,47.7,39,5,6200,debt_consolidation,mortgage,high_school,2.016,0.119,1
61700,124500,634,1,44.4,35,5,12210,education,mortgage,some_college,2.018,0.098,1
46200,58600,746,10,28.5,25,2,3670,debt_consolidation,rent,high_school,1.268,0.063,1
18600,30200,711,8,41.5,27,3,1450,other,rent,graduate,1.624,0.048,1
42600,23300,796,20,16.6,64,6,600,debt_consolidation,mortgage,graduate,0.547,0.026,1
36100,51000,640,17,33.7,40,6,7720,home_improvement,mortgage,high_school,1.413,0.151,0
110100,35200,701,13,16.2,51,4,17340,education,mortgage,bachelors,0.32,0.493,1
25200,69100,676,0,58.2,47,1,2400,debt_consolidation,mortgage,some_college,2.742,0.035,1
28300,22400,689,2,28.4,48,1,25910,other,rent,graduate,0.792,1.157,0
89300,105800,609,12,24.0,35,3,2870,major_purchase,rent,some_college,1.185,0.027,0
99800,64900,733,5,20.0,55,5,5530,debt_consolidation,own,high_school,0.65,0.085,1
38700,68400,720,17,48.4,47,4,3610,other,mortgage,bachelors,1.767,0.053,0
40800,164200,794,6,65.0,38,10,27750,debt_consolidation,rent,graduate,4.025,0.169,0
71500,44100,684,9,18.3,40,1,9800,debt_consolidation,own,some_college,0.617,0.222,1
19000,36000,649,9,45.3,36,10,4530,education,rent,some_college,1.895,0.126,0
23400,40800,752,6,39.2,38,7,5470,debt_consolidation,mortgage,bachelors,1.744,0.134,1
47700,52300,617,12,33.6,37,5,930,major_purchase,mortgage,high_school,1.096,0.018,0
108800,56200,777,10,20.6,42,0,220,debt_consolidation,mortgage,bachelors,0.517,0.004,1
44500,33500,777,2,18.1,57,9,2340,other,own,bachelors,0.753,0.07,1
56700,14500,791,24,13.6,24,7,3750,home_improvement,own,some_college,0.256,0.259,1
90200,40400,717,2,17.7,50,4,10340,debt_consolidation,mortgage,high_school,0.448,0.256,1
139800,77000,643,3,19.8,33,2,3910,other,own,high_school,0.551,0.051,1
41800,65900,694,9,37.7,51,7,2550,medical,mortgage,graduate,1.577,0.039,1
53800,138600,717,8,56.6,34,6,80,medical,own,bachelors,2.576,0.001,0
123000,235400,637,11,44.1,42,7,10280,home_improvement,own,some_college,1.914,0.044,1
27300,101900,798,5,65.0,36,6,6600,major_purchase,mortgage,graduate,3.733,0.065,1
86000,157600,734,8,39.2,18,7,15360,debt_consolidation,mortgage,graduate,1.833,0.097,1
34300,102400,609,3,60.7,57,4,5110,home_improvement,rent,graduate,2.985,0.05,0
56700,198200,845,6,65.0,27,3,24480,debt_consolidation,mortgage,some_college,3.496,0.124,1
48600,218700,693,16,65.0,38,4,2270,home_improvement,rent,bachelors,4.5,0.01,0
35200,116500,592,2,65.0,26,6,4640,debt_consolidation,own,high_school,3.31,0.04,0
34800,98200,614,12,55.0,23,5,6880,education,rent,high_school,2.822,0.07,0
61400,51900,811,5,16.3,35,4,12380,debt_consolidation,mortgage,bachelors,0.845,0.239,1
84800,58200,840,2,28.2,31,8,8800,home_improvement,rent,high_school,0.686,0.151,1
51100,47300,770,3,21.4,25,5,9590,major_purchase,mortgage,high_school,0.926,0.203,1
55900,92500,797,5,42.2,37,5,7160,debt_consolidation,rent,high_school,1.655,0.077,0
70100,36200,788,13,19.7,21,3,3750,debt_consolidation,rent,some_college,0.516,0.104,1
35000,52400,732,8,31.8,39,7,17360,debt_consolidation,own,some_college,1.497,0.331,1
75600,11500,712,1,10.2,36,6,470,debt_consolidation,mortgage,graduate,0.152,0.041,1
78300,200000,730,12,52.8,32,8,2040,education,mortgage,some_college,2.554,0.01,1
174800,51300,747,11,14.7,43,3,45640,home_improvement,own,some_college,0.293,0.89,1
45700,82400,621,1,37.4,26,6,1920,home_improvement,mortgage,bachelors,1.803,0.023,0
44100,166100,747,2,65.0,43,3,4410,debt_consolidation,mortgage,bachelors,3.766,0.027,0
76600,73900,808,14,25.2,42,3,34300,home_improvement,mortgage,some_college,0.965,0.464,1
78300,164600,667,6,50.2,26,2,4120,debt_consolidation,mortgage,bachelors,2.102,0.025,0
42600,25100,658,12,17.0,37,1,1530,debt_consolidation,mortgage,graduate,0.589,0.061,1
45200,320700,725,0,65.0,47,9,26310,home_improvement,own,bachelors,7.095,0.082,0
69100,128200,629,0,39.2,28,3,3280,major_purchase,mortgage,some_college,1.855,0.026,0
37300,69300,573,10,42.9,35,3,3610,debt_consolidation,mortgage,bachelors,1.858,0.052,0
45000,162400,782,3,65.0,50,3,310,debt_consolidation,own,bachelors,3.609,0.002,0
56400,26400,646,10,21.2,28,3,4110,medical,rent,high_school,0.468,0.156,1
84800,48900,686,12,18.5,43,8,12790,debt_consolidation,rent,bachelors,0.577,0.262,1
41300,164600,633,4,65.0,26,6,2690,debt_consolidation,other,high_school,3.985,0.016,0
23600,16200,793,5,21.2,36,4,820,other,mortgage,high_school,0.686,0.051,0
22900,88600,757,4,65.0,42,4,2510,debt_consolidation,mortgage,high_school,3.869,0.028,0
30700,86900,664,3,54.6,32,3,2080,major_purchase,own,high_school,2.831,0.024,1
30000,237600,584,7,65.0,42,2,3450,education,mortgage,high_school,7.92,0.015,0
50500,19800,655,11,9.0,40,4,2380,debt_consolidation,rent,graduate,0.392,0.12,1
31700,184700,733,3,65.0,32,5,50530,home_improvement,mortgage,high_school,5.826,0.274,0
39500,40500,701,3,25.8,25,2,7500,home_improvement,rent,high_school,1.025,0.185,1
38200,43800,694,4,22.5,44,6,430,debt_consolidation,rent,bachelors,1.147,0.01,1
44400,25500,702,9,15.9,34,4,5430,debt_consolidation,mortgage,bachelors,0.574,0.213,1
98200,28000,749,12,15.7,43,3,4650,other,mortgage,bachelors,0.285,0.166,1
73000,79400,681,4,32.8,42,4,26170,debt_consolidation,mortgage,graduate,1.088,0.33,1
54600,27500,723,0,11.9,33,7,3950,education,rent,bachelors,0.504,0.144,1
44000,100500,601,2,57.8,49,6,3790,home_improvement,mortgage,bachelors,2.284,0.038,0
44600,37600,660,4,19.3,31,1,66720,major_purchase,own,some_college,0.843,1.774,1
62800,25600,702,3,8.5,51,5,1100,home_improvement,rent,some_college,0.408,0.043,1
70500,41400,733,1,25.6,52,6,15010,major_purchase,rent,bachelors,0.587,0.363,1
36000,75800,650,6,41.7,49,1,5370,home_improvement,rent,some_college,2.106,0.071,0
55100,49300,685,28,30.2,36,3,2440,home_improvement,mortgage,high_school,0.895,0.049,1
21700,61300,684,2,56.2,66,4,1980,medical,rent,some_college,2.825,0.032,0
59600,97500,607,7,36.3,39,2,32920,education,rent,some_college,1.636,0.338,1
76300,127700,722,9,32.9,40,10,9430,debt_consolidation,own,high_school,1.674,0.074,0
47800,48200,544,9,31.3,37,8,11400,debt_consolidation,mortgage,bachelors,1.008,0.237,0
122700,28800,833,6,16.8,25,0,17080,education,mortgage,bachelors,0.235,0.593,1
36400,63100,752,2,36.6,52,6,7930,debt_consolidation,own,high_school,1.734,0.126,1
59700,83200,739,11,32.8,31,5,1110,education,rent,some_college,1.394,0.013,1
53300,21500,537,1,17.9,48,5,540,debt_consolidation,rent,some_college,0.403,0.025,0
51800,32100,617,5,17.3,50,7,42430,debt_consolidation,other,some_college,0.62,1.322,1
51500,36200,803,5,26.1,44,6,6580,debt_consolidation,mortgage,high_school,0.703,0.182,1
56900,51800,786,2,24.0,30,4,5490,debt_consolidation,rent,graduate,0.91,0.106,1
79300,35100,773,4,13.9,34,2,61480,medical,own,high_school,0.443,1.752,1
100700,98200,729,9,19.2,36,6,1110,debt_consolidation,mortgage,bachelors,0.975,0.011,1
54100,19500,612,5,9.3,46,3,140,other,rent,high_school,0.36,0.007,0
78200,19800,769,1,14.9,35,7,390,debt_consolidation,rent,bachelors,0.253,0.02,1
39500,47400,591,10,30.5,31,3,2340,major_purchase,other,some_college,1.2,0.049,0
76500,52900,582,19,23.7,34,3,5790,major_purchase,mortgage,bachelors,0.692,0.109,1
38400,21600,576,1,15.9,51,4,34490,debt_consolidation,rent,graduate,0.562,1.597,1
88500,39200,767,6,9.4,37,6,16000,education,mortgage,graduate,0.443,0.408,1
146500,45200,680,6,11.6,58,3,140,debt_consolidation,rent,bachelors,0.309,0.003,1
51300,45500,693,1,32.1,31,3,247950,home_improvement,own,some_college,0.887,5.449,0
20200,66600,683,14,63.5,40,4,2770,debt_consolidation,own,some_college,3.297,0.042,0
42300,37700,589,6,23.9,33,5,27420,home_improvement,other,graduate,0.891,0.727,1
94300,168500,627,11,30.5,60,2,10560,debt_consolidation,mortgage,graduate,1.787,0.063,0
69500,84300,632,8,27.8,39,4,4950,debt_consolidation,rent,some_college,1.213,0.059,0
60600,34000,565,14,16.4,61,6,3530,other,own,some_college,0.561,0.104,1
85300,64000,642,7,22.8,33,7,1040,education,rent,high_school,0.75,0.016,0
67400,65300,593,4,24.2,54,2,810,education,rent,some_college,0.969,0.012,0
93700,140100,734,9,28.8,39,5,3890,major_purchase,own,some_college,1.495,0.028,1
81900,39300,741,3,14.0,47,1,700,major_purchase,mortgage,bachelors,0.48,0.018,1
107400,102500,575,9,24.4,24,4,49370,education,rent,some_college,0.954,0.482,1
63700,61700,659,2,21.5,41,5,5630,home_improvement,own,some_college,0.969,0.091,1
81400,170100,842,5,42.2,26,5,92020,other,mortgage,high_school,2.09,0.541,1
47200,147800,601,4,65.0,40,5,2670,home_improvement,mortgage,high_school,3.131,0.018,0
41300,68700,721,7,35.4,21,7,2150,major_purchase,own,bachelors,1.663,0.031,0
116800,49800,693,15,17.4,36,2,11240,home_improvement,own,high_school,0.426,0.226,1
59700,85400,777,3,33.0,50,6,3420,debt_consolidation,mortgage,graduate,1.43,0.04,1
77800,52800,710,11,15.3,44,3,19190,debt_consolidation,mortgage,high_school,0.679,0.363,1
57300,194100,648,14,65.0,24,2,36810,other,other,bachelors,3.387,0.19,0
41600,63300,690,11,36.6,43,11,22900,major_purchase,own,high_school,1.522,0.362,0
54400,45100,691,7,29.9,55,6,33200,debt_consolidation,own,bachelors,0.829,0.736,1
103400,43400,677,7,12.5,27,6,15440,other,rent,bachelors,0.42,0.356,1
69600,25600,572,3,14.3,61,5,2280,other,rent,high_school,0.368,0.089,0
25100,88400,790,1,65.0,37,4,24240,major_purchase,mortgage,some_college,3.522,0.274,1
49200,33700,775,6,25.4,20,6,13050,debt_consolidation,mortgage,bachelors,0.685,0.387,1
120800,129100,596,15,24.6,46,3,2070,debt_consolidation,mortgage,high_school,1.069,0.016,1
49200,24200,659,17,16.2,39,9,2470,education,other,some_college,0.492,0.102,0
24100,65500,665,1,61.4,54,3,4320,debt_consolidation,rent,some_college,2.718,0.066,0
127000,133900,586,16,29.0,24,5,23300,debt_consolidation,mortgage,bachelors,1.054,0.174,1
73600,13300,526,9,15.4,39,5,5790,debt_consolidation,mortgage,some_college,0.181,0.435,1
52500,245900,627,8,65.0,38,9,4880,major_purchase,rent,bachelors,4.684,0.02,0
45800,44500,654,15,27.7,36,0,3930,debt_consolidation,rent,graduate,0.972,0.088,1
88200,66100,562,12,22.1,33,5,3000,other,own,bachelors,0.749,0.045,1
42500,89300,700,2,43.1,34,4,960,medical,rent,high_school,2.101,0.011,0
90800,99500,783,3,26.7,39,0,14960,other,rent,high_school,1.096,0.15,1
69100,72500,756,1,26.2,41,2,1180,debt_consolidation,mortgage,some_college,1.049,0.016,0
60500,120400,674,8,48.6,40,5,5400,home_improvement,mortgage,some_college,1.99,0.045,0
57800,86100,528,2,35.5,51,4,2770,major_purchase,mortgage,some_college,1.49,0.032,0
50100,205400,745,4,65.0,24,5,14370,other,rent,some_college,4.1,0.07,0
86700,86300,697,14,21.9,18,6,3040,debt_consolidation,mortgage,graduate,0.995,0.035,1
36700,236900,721,9,65.0,49,4,1200,debt_consolidation,rent,bachelors,6.455,0.005,0
26100,112500,849,9,65.0,27,7,19630,major_purchase,rent,high_school,4.31,0.174,1
71400,16900,614,24,11.1,33,7,1550,major_purchase,rent,some_college,0.237,0.092,1
72000,372400,440,0,65.0,31,6,6100,debt_consolidation,own,bachelors,5.172,0.016,0
67200,40100,595,3,22.3,31,3,29240,home_improvement,mortgage,high_school,0.597,0.729,1
65100,170600,726,4,51.8,21,1,1770,debt_consolidation,mortgage,high_school,2.621,0.01,1
46900,61000,687,3,27.1,31,4,4250,home_improvement,own,graduate,1.301,0.07,1
77200,125800,581,11,36.5,45,1,2690,debt_consolidation,rent,bachelors,1.63,0.021,0
53100,37000,564,5,18.2,37,6,5910,major_purchase,mortgage,graduate,0.697,0.16,1
43500,92800,654,2,40.5,43,4,4470,debt_consolidation,own,bachelors,2.133,0.048,1
47100,50100,579,7,24.1,32,6,17830,debt_consolidation,rent,bachelors,1.064,0.356,0
134500,180800,729,8,21.2,47,4,2060,home_improvement,mortgage,bachelors,1.344,0.011,1
24800,81400,650,2,65.0,32,5,29260,debt_consolidation,rent,some_college,3.282,0.359,0
67800,115300,631,5,42.0,41,2,46470,major_purchase,rent,high_school,1.701,0.403,0
25400,13200,620,9,23.0,46,4,7040,major_purchase,own,high_school,0.52,0.533,1
51600,56400,707,14,29.1,31,3,1630,home_improvement,rent,bachelors,1.093,0.029,1
44600,79800,688,3,38.4,51,5,4640,debt_consolidation,own,high_school,1.789,0.058,1
21200,70000,702,9,65.0,28,3,4130,debt_consolidation,own,bachelors,3.302,0.059,0
64500,117300,700,4,37.9,45,5,58770,major_purchase,mortgage,some_college,1.819,0.501,1
45700,46300,678,6,20.9,57,5,4250,debt_consolidation,own,graduate,1.013,0.092,1
21100,62000,597,2,60.3,38,3,34060,debt_consolidation,rent,some_college,2.938,0.549,0
79000,136900,622,9,40.8,35,5,5740,medical,rent,some_college,1.733,0.042,0
103300,12100,651,13,6.9,36,10,5240,debt_consolidation,rent,high_school,0.117,0.433,1
105900,90400,570,5,19.2,55,5,2990,home_improvement,mortgage,some_college,0.854,0.033,0
63700,47400,649,5,19.7,42,5,3410,debt_consolidation,mortgage,some_college,0.744,0.072,1
55300,31600,693,4,19.9,61,6,17080,debt_consolidation,mortgage,high_school,0.571,0.541,1
98500,75800,659,2,21.3,41,1,1770,education,own,bachelors,0.77,0.023,1
115500,141400,776,10,40.6,30,6,18840,medical,rent,high_school,1.224,0.133,0
90200,123900,658,14,32.2,31,5,36950,debt_consolidation,mortgage,graduate,1.374,0.298,0
35500,54500,665,3,38.6,38,6,2150,debt_consolidation,mortgage,some_college,1.535,0.039,0
59300,110500,754,7,35.7,32,0,26670,home_improvement,rent,some_college,1.863,0.241,0
66000,109900,838,9,40.3,33,8,21320,major_purchase,rent,graduate,1.665,0.194,1
24000,56300,804,4,48.4,40,5,16600,major_purchase,rent,bachelors,2.346,0.295,1
66900,36900,673,16,17.9,59,6,2020,debt_consolidation,other,high_school,0.552,0.055,1
150700,38400,680,7,19.3,38,4,4160,other,mortgage,some_college,0.255,0.108,1
72300,107600,688,1,33.3,27,6,4150,education,rent,high_school,1.488,0.039,1
105100,58100,697,13,12.7,40,5,91760,major_purchase,rent,bachelors,0.553,1.579,1
58800,28800,612,6,12.2,39,3,4850,other,rent,bachelors,0.49,0.168,1
52400,18400,764,4,15.0,55,5,3800,debt_consolidation,rent,graduate,0.351,0.207,1
64300,107200,702,10,38.5,48,3,990,debt_consolidation,mortgage,some_college,1.667,0.009,1
37500,40800,681,4,27.9,48,3,1260,debt_consolidation,own,high_school,1.088,0.031,0
35100,75500,576,16,41.6,35,3,1890,debt_consolidation,rent,high_school,2.151,0.025,0
95800,142600,690,13,42.9,50,6,8150,debt_consolidation,mortgage,graduate,1.489,0.057,1
100500,24000,524,17,18.2,28,6,670,other,rent,graduate,0.239,0.028,1
34700,58000,635,23,38.6,48,6,1930,education,mortgage,some_college,1.671,0.033,1
83800,53100,637,9,13.3,34,4,360,home_improvement,mortgage,some_college,0.634,0.007,1
52100,78100,709,6,41.3,22,4,34980,major_purchase,rent,bachelors,1.499,0.448,0
63100,142500,844,3,53.2,44,4,5700,debt_consolidation,mortgage,some_college,2.258,0.04,1
66600,23600,733,9,14.8,53,4,7590,debt_consolidation,own,graduate,0.354,0.322,1
84700,89200,808,23,31.8,33,4,1070,home_improvement,rent,bachelors,1.053,0.012,1
56200,123300,739,2,45.5,55,4,24980,major_purchase,mortgage,bachelors,2.194,0.203,0
102200,52600,780,8,13.4,19,5,40310,major_purchase,rent,bachelors,0.515,0.766,1
62300,54400,842,1,24.3,24,4,5400,major_purchase,rent,high_school,0.873,0.099,1
71700,80300,622,1,21.9,36,6,2510,other,mortgage,high_school,1.12,0.031,1
37200,76200,617,14,40.4,33,3,10650,debt_consolidation,rent,bachelors,2.048,0.14,1
143100,90000,741,13,21.5,30,5,13750,debt_consolidation,own,high_school,0.629,0.153,1
66900,88700,684,3,32.8,39,9,16620,debt_consolidation,rent,high_school,1.326,0.187,1
74700,30100,703,2,9.7,32,4,12450,other,mortgage,bachelors,0.403,0.414,1
26300,119800,663,18,65.0,34,6,18950,home_improvement,mortgage,high_school,4.555,0.158,0
37400,135500,634,2,65.0,41,3,1860,home_improvement,rent,bachelors,3.623,0.014,0
94600,68200,822,1,19.0,30,7,17620,other,mortgage,bachelors,0.721,0.258,1
61600,21000,591,2,11.7,36,4,2600,home_improvement,rent,high_school,0.341,0.124,1
22900,55300,743,8,55.4,30,6,150,debt_consolidation,mortgage,high_school,2.415,0.003,1
86400,68600,729,25,21.7,24,1,2570,debt_consolidation,rent,some_college,0.794,0.037,1
42400,26900,550,4,18.4,46,2,2260,home_improvement,rent,high_school,0.634,0.084,1
102200,46500,614,14,14.6,56,8,6890,major_purchase,rent,high_school,0.455,0.148,1
52100,22300,628,7,8.8,49,4,15890,other,own,bachelors,0.428,0.713,1
59400,91600,732,0,35.4,41,3,6440,debt_consolidation,rent,graduate,1.542,0.07,1
92100,67200,653,4,23.1,30,5,81800,major_purchase,mortgage,high_school,0.73,1.217,1
36200,18900,677,13,18.3,34,3,2360,debt_consolidation,rent,some_college,0.522,0.125,0
34700,76600,561,12,50.5,49,10,300,medical,rent,some_college,2.207,0.004,0
49600,57600,691,3,31.9,34,1,7250,debt_consolidation,rent,some_college,1.161,0.126,0
78600,85900,727,10,36.5,46,3,2290,debt_consolidation,mortgage,graduate,1.093,0.027,1
29800,45500,639,5,31.0,25,2,1070,debt_consolidation,rent,high_school,1.527,0.024,0
25600,34200,629,8,33.0,42,4,3240,education,rent,graduate,1.336,0.095,0
78500,34900,847,15,17.4,42,5,1640,debt_consolidation,rent,some_college,0.445,0.047,1
41300,41100,522,3,24.6,22,3,1880,debt_consolidation,rent,some_college,0.995,0.046,0
45400,60700,708,4,29.5,38,2,41420,debt_consolidation,own,graduate,1.337,0.682,1
23500,66400,582,15,60.9,31,4,5850,other,mortgage,bachelors,2.826,0.088,0
39900,52400,650,23,33.3,42,5,3390,home_improvement,own,bachelors,1.313,0.065,0
54000,44500,630,12,18.6,45,7,46010,other,rent,high_school,0.824,1.034,1
82300,46800,601,8,11.0,42,5,3250,debt_consolidation,mortgage,some_college,0.569,0.069,1
38300,346400,688,12,65.0,38,7,880,home_improvement,rent,some_college,9.044,0.003,0
114200,34900,466,4,10.8,41,5,770,home_improvement,own,some_college,0.306,0.022,1
39800,40500,658,6,28.7,25,5,4390,debt_consolidation,rent,high_school,1.018,0.108,0
39800,600600,677,1,65.0,37,2,490,home_improvement,own,bachelors,15.09,0.001,0
108200,80400,569,4,20.7,29,4,950,debt_consolidation,mortgage,some_college,0.743,0.012,0
59600,22800,813,8,8.1,49,8,2880,debt_consolidation,mortgage,high_school,0.383,0.126,1
42300,108000,634,7,47.8,45,2,23970,debt_consolidation,rent,bachelors,2.553,0.222,0
50500,31700,664,0,16.2,45,5,29990,major_purchase,mortgage,some_college,0.628,0.946,1
99600,113100,634,5,27.4,56,11,12380,home_improvement,rent,bachelors,1.136,0.109,1
104800,51700,678,7,13.6,34,1,4890,home_improvement,own,bachelors,0.493,0.095,1
37500,44000,796,7,29.7,31,3,2210,education,rent,some_college,1.173,0.05,1
53200,184700,748,1,63.7,34,4,8470,major_purchase,mortgage,bachelors,3.472,0.046,0
56400,89000,777,11,35.5,20,6,59560,major_purchase,own,bachelors,1.578,0.669,1
34800,118300,830,21,65.0,21,7,5990,debt_consolidation,rent,bachelors,3.399,0.051,0
52800,81200,706,12,29.9,44,2,2570,medical,other,graduate,1.538,0.032,1
54300,43900,818,6,23.5,22,5,3940,debt_consolidation,mortgage,high_school,0.808,0.09,1
90500,91900,752,18,17.6,26,3,3380,debt_consolidation,own,some_college,1.015,0.037,1
93300,139600,697,4,32.2,36,5,10600,home_improvement,rent,bachelors,1.496,0.076,1
46700,65800,714,10,36.5,33,7,1690,education,other,some_college,1.409,0.026,1
49200,211300,530,6,65.0,47,7,8680,debt_consolidation,mortgage,high_school,4.295,0.041,0
73100,108600,709,18,37.4,38,5,10890,home_improvement,rent,some_college,1.486,0.1,1
41600,69500,553,2,33.4,29,1,7960,debt_consolidation,own,bachelors,1.671,0.115,0
70600,71400,546,2,23.8,48,5,1070,debt_consolidation,mortgage,bachelors,1.011,0.015,0
52100,65900,701,15,36.4,46,4,3990,home_improvement,own,bachelors,1.265,0.061,0
35000,24900,590,9,18.3,22,8,2350,debt_consolidation,rent,graduate,0.711,0.094,1
35200,56200,684,16,43.2,40,8,4430,education,mortgage,some_college,1.597,0.079,1
103900,69900,696,3,18.9,30,6,1930,debt_consolidation,rent,bachelors,0.673,0.028,1
50500,44700,700,3,23.6,29,1,28020,major_purchase,own,high_school,0.885,0.627,1
113300,75800,608,8,23.4,58,4,6380,debt_consolidation,own,graduate,0.669,0.084,1
43000,60800,761,1,35.6,39,4,510,debt_consolidation,mortgage,bachelors,1.414,0.008,1
61800,102900,677,7,38.6,35,7,760,home_improvement,mortgage,graduate,1.665,0.007,1
159000,95200,722,4,16.9,38,7,26550,debt_consolidation,mortgage,graduate,0.599,0.279,1
33700,67300,583,6,37.7,47,6,3820,debt_consolidation,rent,bachelors,1.997,0.057,0
23100,23000,669,11,19.9,30,2,2850,debt_consolidation,mortgage,high_school,0.996,0.124,1
96700,209700,778,11,52.3,32,3,23860,debt_consolidation,rent,graduate,2.169,0.114,1
37300,54200,767,20,41.0,45,5,3980,medical,rent,high_school,1.453,0.073,1
53700,56600,617,14,27.5,21,4,920,education,mortgage,bachelors,1.054,0.016,1
41600,47100,638,0,21.3,48,6,1010,debt_consolidation,rent,some_college,1.132,0.021,1
61100,42500,600,3,17.4,20,3,11830,debt_consolidation,mortgage,some_college,0.696,0.278,0
35300,176500,629,3,65.0,35,7,84220,debt_consolidation,mortgage,some_college,5.0,0.477,0
50000,158000,566,13,62.7,20,2,15920,major_purchase,rent,high_school,3.16,0.101,0
66300,81700,673,19,26.6,26,4,2880,debt_consolidation,rent,bachelors,1.232,0.035,1
34400,55500,738,2,39.1,52,4,3580,debt_consolidation,own,bachelors,1.613,0.065,0
39500,92400,618,13,51.1,49,4,5260,major_purchase,own,some_college,2.339,0.057,0
46300,63000,677,6,38.8,50,5,290,major_purchase,rent,some_college,1.361,0.005,1
28500,52400,666,6,39.5,22,4,5080,home_improvement,mortgage,high_school,1.839,0.097,1
44800,75900,774,4,39.3,26,1,11130,major_purchase,rent,some_college,1.694,0.147,0
57200,44000,633,5,24.8,41,3,58810,debt_consolidation,mortgage,bachelors,0.769,1.337,0
45300,71400,636,7,40.5,45,4,22630,debt_consolidation,other,bachelors,1.576,0.317,1
47900,69100,613,4,29.0,29,4,73270,major_purchase,mortgage,high_school,1.443,1.06,1
53700,91300,588,9,40.2,31,3,51680,major_purchase,rent,bachelors,1.7,0.566,0
40300,38800,729,6,25.9,25,6,34630,debt_consolidation,rent,graduate,0.963,0.893,0
73900,98400,673,5,33.2,56,5,5100,debt_consolidation,other,bachelors,1.332,0.052,0
103400,31700,689,10,13.8,32,2,7960,debt_consolidation,own,high_school,0.307,0.251,1
44000,40100,793,8,31.3,38,1,470,education,mortgage,bachelors,0.911,0.012,1
67400,41300,798,0,15.5,38,4,5900,debt_consolidation,mortgage,high_school,0.613,0.143,1
48600,28300,545,9,14.7,50,8,10860,education,rent,high_school,0.582,0.384,1
63900,121900,740,8,39.1,27,4,3310,education,mortgage,high_school,1.908,0.027,1
109600,30400,704,14,11.8,50,2,570,home_improvement,mortgage,some_college,0.277,0.019,1
68100,36700,645,8,18.9,23,3,45070,education,mortgage,bachelors,0.539,1.228,1
24400,144200,712,5,65.0,50,2,8680,debt_consolidation,rent,bachelors,5.91,0.06,0
66500,40200,538,3,22.9,19,5,54660,debt_consolidation,rent,some_college,0.605,1.36,0
94400,52500,809,1,18.0,36,8,13890,home_improvement,own,some_college,0.556,0.265,1
49000,29500,728,6,18.5,55,3,33380,major_purchase,rent,high_school,0.602,1.132,1
84800,107300,611,3,25.5,45,2,25040,other,own,graduate,1.265,0.233,0
39700,108300,635,16,64.4,42,2,1900,home_improvement,rent,high_school,2.728,0.018,0
27800,100400,540,6,65.0,26,4,2410,debt_consolidation,rent,high_school,3.612,0.024,0
57700,87200,658,2,41.8,29,5,2700,debt_consolidation,mortgage,graduate,1.511,0.031,1
24600,63000,643,0,51.6,52,10,1270,home_improvement,mortgage,high_school,2.561,0.02,0
48600,41500,572,1,26.7,43,6,58170,major_purchase,mortgage,high_school,0.854,1.402,0
96700,33800,751,8,12.0,47,2,5210,major_purchase,rent,graduate,0.35,0.154,1
22900,147700,793,17,65.0,38,1,9350,education,rent,high_school,6.45,0.063,0
30500,102300,682,10,65.0,34,6,760,debt_consolidation,mortgage,high_school,3.354,0.007,0
34100,36900,659,6,30.9,46,7,15460,home_improvement,mortgage,some_college,1.082,0.419,1
52700,61600,721,24,26.1,40,3,2770,debt_consolidation,own,some_college,1.169,0.045,1
46000,48500,683,11,34.6,36,8,28720,major_purchase,mortgage,bachelors,1.054,0.592,1
101700,27200,593,8,21.0,22,8,1880,medical,other,bachelors,0.267,0.069,1
83200,67800,629,5,21.1,48,2,31720,home_improvement,rent,some_college,0.815,0.468,1
67700,44800,659,18,20.6,42,2,18350,home_improvement,mortgage,high_school,0.662,0.41,1
57800,30700,706,5,21.3,31,3,2560,debt_consolidation,mortgage,high_school,0.531,0.083,1
64700,21300,685,3,6.0,50,3,35770,other,mortgage,graduate,0.329,1.679,1
36800,20000,702,6,22.4,40,8,24550,major_purchase,mortgage,high_school,0.543,1.228,1
79700,46200,555,7,22.5,40,1,9750,education,rent,high_school,0.58,0.211,0
32800,56400,741,12,36.7,47,3,1220,debt_consolidation,rent,high_school,1.72,0.022,1
78900,32400,685,3,6.6,45,5,15070,debt_consolidation,rent,bachelors,0.411,0.465,1
92400,94400,652,3,27.7,41,3,5390,home_improvement,mortgage,bachelors,1.022,0.057,1
59600,57200,712,4,20.7,35,3,5270,home_improvement,rent,some_college,0.96,0.092,1
50000,89700,701,6,33.9,59,3,5450,home_improvement,rent,high_school,1.794,0.061,1
64900,52700,679,2,24.1,29,8,4710,debt_consolidation,rent,bachelors,0.812,0.089,1
14900,34500,601,16,54.9,46,6,1460,home_improvement,rent,high_school,2.315,0.042,0
62100,64900,814,1,25.9,37,5,590,debt_consolidation,rent,some_college,1.045,0.009,1
51500,24700,586,18,21.4,43,4,440,debt_consolidation,mortgage,some_college,0.48,0.018,1
53000,87300,721,11,40.3,51,3,7470,major_purchase,own,some_college,1.647,0.086,1
74500,31100,644,3,10.0,34,4,170,medical,own,high_school,0.417,0.005,1
